record_id,journal_name,year,current_doi,proposed_doi,tier,method,title_similarity,journal_verdict,journal_basis,author_overlap,title
118141,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1882,10.15453/0191-5096.1882,A,oai_rule,1.0,match,name,1.0,Street Children Programs in Latin America
118142,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1879,10.15453/0191-5096.1879,A,oai_rule,1.0,match,name,1.0,Considerations in the Development of a Scientific Social Work
118143,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1881,10.15453/0191-5096.1881,A,oai_rule,1.0,match,name,1.0,"Work, Violence, Injustice and War"
118144,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1880,10.15453/0191-5096.1880,A,oai_rule,1.0,match,name,1.0,When Is Statistical Significance Meaningful? A Practice Perspective
118145,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1878,10.15453/0191-5096.1878,A,oai_rule,1.0,match,name,1.0,A Framework for Analyzing Knowledge Utilization in Social Work Practice
118146,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1885,10.15453/0191-5096.1885,A,oai_rule,1.0,match,name,1.0,The World According to NAMBLA: Accounting for Deviance
118147,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1886,10.15453/0191-5096.1886,A,oai_rule,1.0,match,name,1.0,Marginal Women Unite! Organizing the DisAbled Womens Network in Canada
118148,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1887,10.15453/0191-5096.1887,A,oai_rule,1.0,match,name,1.0,Injured Workers: From Statutory Compensation to Holistic Social Work Services
118149,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1884,10.15453/0191-5096.1884,A,oai_rule,1.0,match,name,1.0,Official Documentation of a Sexually Transmitted Disease (STD): An Empirical Assessment
118150,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1883,10.15453/0191-5096.1883,A,oai_rule,1.0,match,name,1.0,The Limits of the Welfare State: New York City's Response to Homelessness
118151,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1890,10.15453/0191-5096.1890,A,oai_rule,1.0,match,name,1.0,The Work Incentive Years in Current Perspective: What Have We Learned? Where Do We Go From Here?
118152,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1891,10.15453/0191-5096.1891,A,oai_rule,1.0,match,name,1.0,Work and Welfare: How Industrialists Shaped Government Social Service During the Progressive Era
118153,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1892,10.15453/0191-5096.1892,A,oai_rule,1.0,match,name,1.0,The Political Economy of Welfare
118154,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1889,10.15453/0191-5096.1889,A,oai_rule,1.0,match,name,1.0,What's Right with Welfare? The Other Face of AFDC
118155,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1896,10.15453/0191-5096.1896,A,oai_rule,1.0,match,name,1.0,Factors Affecting Competition in State Contracting for Human Services
118156,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1894,10.15453/0191-5096.1894,A,oai_rule,1.0,match,name,1.0,A New Paradigm for Social Welfare
118157,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1893,10.15453/0191-5096.1893,A,oai_rule,1.0,match,name,1.0,Towards a Construct of Employment for Social Welfare and Economic Productivity
118158,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1895,10.15453/0191-5096.1895,A,oai_rule,1.0,match,name,1.0,Low-Income Mothers Without Custody: Who Are They and Where Are Their Children?
118159,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1897,10.15453/0191-5096.1897,A,oai_rule,1.0,match,name,1.0,"Urban Emergency Food Center Clients: Characteristics, Coping Strategies and Needs"
118160,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1898,10.15453/0191-5096.1898,A,oai_rule,1.0,match,name,1.0,Family Structures and the Feminization of Poverty: Women in Hawaii
118161,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1902,10.15453/0191-5096.1902,A,oai_rule,1.0,match,name,1.0,Welfare Reform: One State Alternative
118162,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1901,10.15453/0191-5096.1901,A,oai_rule,1.0,match,name,1.0,Book Review - Social Security after Fifty: Successes and Failures by Edward D. Berkowitz
118163,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1904,10.15453/0191-5096.1904,A,oai_rule,1.0,match,name,1.0,Mainstreaming the Underclass
118164,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1905,10.15453/0191-5096.1905,A,oai_rule,1.0,match,name,1.0,Low-Income Parents' Attitudes toward Parent Involvement in Education
118165,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1906,10.15453/0191-5096.1906,A,oai_rule,1.0,match,name,1.0,"Court-Ordered Consent Decree for the Homeless: Process, Conflict and Control"
118166,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1907,10.15453/0191-5096.1907,A,oai_rule,1.0,match,name,1.0,Old Folks' Homes for Blacks During the Progressive Era
118167,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1908,10.15453/0191-5096.1908,A,oai_rule,1.0,match,name,1.0,The Impact of Americanization on Intergenerational Relations: An Exploratory Study on the U.S. Territory of Guam
118168,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1909,10.15453/0191-5096.1909,A,oai_rule,1.0,match,name,1.0,Eastern European Refugees: Implications for Social Work
118169,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1910,10.15453/0191-5096.1910,A,oai_rule,1.0,match,name,1.0,Counseling Troubled Adolescents: An Evaluation of a Statewide Training Program
118170,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1911,10.15453/0191-5096.1911,A,oai_rule,1.0,match,name,1.0,Race Differences in Seeking Help from Social Workers
118171,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1912,10.15453/0191-5096.1912,A,oai_rule,1.0,match,name,1.0,Social Work and Sexual Harassment
118172,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1914,10.15453/0191-5096.1914,A,oai_rule,1.0,match,name,1.0,Challenges and Prospects of William J. Wilson's The Truly Disadvantaged
118173,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1919,10.15453/0191-5096.1919,A,oai_rule,1.0,match,name,1.0,A Critique of The Truly Disadvantaged: A Historical Materialist (Marxist) Perspective
118174,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1917,10.15453/0191-5096.1917,A,oai_rule,1.0,match,name,1.0,"""Occasional Labourers and Chronic Want"": A Review of the Truly Disadvantaged"
118175,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1921,10.15453/0191-5096.1921,A,oai_rule,1.0,match,name,1.0,The Truly Disadvantaged: Structuring an Agenda for Change
118176,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1922,10.15453/0191-5096.1922,A,oai_rule,1.0,match,name,1.0,Problems of Pragmatism in Public Policy: Critique of William Wilson's The Truly Disadvantaged
118177,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1915,10.15453/0191-5096.1915,A,oai_rule,1.0,match,name,1.0,The Sociology of Knowledge of William J. Wilson: Placing The Truly Disadvantaged in its Sociohistorical Context
118178,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1916,10.15453/0191-5096.1916,A,oai_rule,1.0,match,name,1.0,Racism in Advanced Capitalist Society: Comments on William J. Wilson's The Truly Disadvantaged
118179,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1920,10.15453/0191-5096.1920,A,oai_rule,1.0,match,name,1.0,Poverty and Electoral Power
118180,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1918,10.15453/0191-5096.1918,A,oai_rule,1.0,match,name,1.0,Comments on William Wilson's The Truly Disadvantaged: A Limited Proposal for Social Reform
118181,The Journal of Sociology & Social Welfare,1989,oai:scholarworks.wmich.edu:jssw-1923,10.15453/0191-5096.1923,A,oai_rule,1.0,match,name,1.0,A Response to Critics of The Truly Disadvantaged
118182,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1925,10.15453/0191-5096.1925,A,oai_rule,1.0,match,name,1.0,Health Aspects of Housing and Town Planning
118183,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1926,10.15453/0191-5096.1926,A,oai_rule,1.0,match,name,1.0,Relocation and Health Effects on the Elderly A Commented Research Review
118184,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1927,10.15453/0191-5096.1927,A,oai_rule,1.0,match,name,1.0,Housing and Health in Beijing: Implications of High-rise Housing on Children and the Aged
118185,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1928,10.15453/0191-5096.1928,A,oai_rule,1.0,match,name,1.0,Factors in Urban Stress
118186,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1929,10.15453/0191-5096.1929,A,oai_rule,1.0,match,name,1.0,Home Safety-The Challenge to Public Health
118187,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1930,10.15453/0191-5096.1930,A,oai_rule,1.0,match,name,1.0,Health Implications of Homelessness: Reports from Three Countries
118188,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1932,10.15453/0191-5096.1932,A,oai_rule,1.0,match,name,1.0,"An Ecological Perspective on Housing, Health and Well-being"
118189,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1933,10.15453/0191-5096.1933,A,oai_rule,1.0,match,name,1.0,"Housing, Health and Well-Being: An International Perspective"
118190,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1931,10.15453/0191-5096.1931,A,oai_rule,1.0,match,name,1.0,The Role of Regulation in the Control of Housing Conditions
118191,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1935,10.15453/0191-5096.1935,A,oai_rule,1.0,match,name,1.0,Norman N. Goroff - In Memoriam
118192,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1941,10.15453/0191-5096.1941,A,oai_rule,1.0,match,name,1.0,"The New Christian Right, Social Policy and the Welfare State"
118193,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1940,10.15453/0191-5096.1940,A,oai_rule,1.0,match,name,1.0,Back To Our Roots Towards a Specialization in Social Justice
118194,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1938,10.15453/0191-5096.1938,A,oai_rule,1.0,match,name,1.0,Advocacy/Empowerment: An Approach to Clinical Practice for Social Work
118195,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1936,10.15453/0191-5096.1936,A,oai_rule,1.0,match,name,1.0,Implications of Conservative Tendencies for Practice and Education in Social Welfare
118196,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1939,10.15453/0191-5096.1939,A,oai_rule,1.0,match,name,1.0,Empowerment through Advocacy and Consciousness-Raising: Implications of a Structural Approach to Social Work
118197,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1942,10.15453/0191-5096.1942,A,oai_rule,1.0,match,name,1.0,The Demise of the Catastrophic Coverage Act: A Reflection of the Inability of Congress to Respond to Changing Needs of the Elderly and their Families
118198,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1937,10.15453/0191-5096.1937,A,oai_rule,1.0,match,name,1.0,Philosophical Disputes in Social Work: Social Justice Denied
118199,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1943,10.15453/0191-5096.1943,A,oai_rule,1.0,match,name,1.0,Discipline and Pacification in the Modern Administrative State: The Case of Social Welfare Fraud
118200,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1944,10.15453/0191-5096.1944,A,oai_rule,1.0,match,name,1.0,Detecting and Reporting Child Abuse: A Function of the Human Service Delivery System
118201,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1947,10.15453/0191-5096.1947,A,oai_rule,1.0,match,name,1.0,Child Support Enforcement Reform: Can It Reduce the Welfare Dependency of Families of Never-Married Mothers?
118202,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1946,10.15453/0191-5096.1946,A,oai_rule,1.0,match,name,1.0,"Perceived Stress, Social Support and Survival: North Carolina Farm Operators and the Farm Crisis"
118203,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1948,10.15453/0191-5096.1948,A,oai_rule,1.0,match,name,1.0,Permanency Planning and the Child Abuse Prevention and Treatment Act: The Paradox of Child Welfare Policy
118204,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1949,10.15453/0191-5096.1949,A,oai_rule,1.0,match,name,1.0,A Critique of Family Case Workers 1900-1930: Women Working With Women
118205,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1951,10.15453/0191-5096.1951,A,oai_rule,1.0,match,name,1.0,Illness Career Descent and the Descending Hierarchy: The Organizational Structure of a Retirement Facility
118206,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1950,10.15453/0191-5096.1950,A,oai_rule,1.0,match,name,1.0,"Gender, Employment and Psychosocial Well-being"
118207,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1953,10.15453/0191-5096.1953,A,oai_rule,1.0,match,name,1.0,The Use of Volunteers by Governmental Social Services in Israel
118208,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1952,10.15453/0191-5096.1952,A,oai_rule,1.0,match,name,1.0,Women in Blue-Collar Occupations: An Exploration of Constraints and Facilitators
118209,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1956,10.15453/0191-5096.1956,A,oai_rule,1.0,match,name,1.0,Differential Perception And Adolescent Drinking In The United States: Preliminary Considerations
118210,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1955,10.15453/0191-5096.1955,A,oai_rule,1.0,match,name,1.0,How Voluntary Agency Networks Fared in the 1980s
118211,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1959,10.15453/0191-5096.1959,A,oai_rule,1.0,match,name,1.0,Exchange Rules in the Mediation of Social Welfare Work
118212,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1957,10.15453/0191-5096.1957,A,oai_rule,1.0,match,name,1.0,A Redefinition of the Problem of Homelessness Among Persons with a Chronic Mental Illness
118213,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1958,10.15453/0191-5096.1958,A,oai_rule,1.0,match,name,1.0,Paraprofessional Social Service Personnel in Spain
118214,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1962,10.15453/0191-5096.1962,A,oai_rule,1.0,match,name,1.0,Testing the Underclass Concept by Surveying Attitudes and Behavior
118215,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1960,10.15453/0191-5096.1960,A,oai_rule,1.0,match,name,1.0,Burnout and Job Satisfaction: Their Relationship to Perceived Competence and Work Stress Among Undergraduate and Graduate Social Workers
118216,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1964,10.15453/0191-5096.1964,A,oai_rule,1.0,match,name,1.0,"Response by Ralph Segalman to Isidore Walliman's review of The Swiss Way of Welfare which appeared in Volume XV, Number 2 (June, 1988)"
118217,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1963,10.15453/0191-5096.1963,A,oai_rule,1.0,match,name,1.0,Do Respondents Who Pen Comments Onto Mail Surveys Differ From Other Respondents? A Research Note on the Human Services Job Satisfaction Literature
118218,The Journal of Sociology & Social Welfare,1990,oai:scholarworks.wmich.edu:jssw-1961,10.15453/0191-5096.1961,A,oai_rule,1.0,match,name,1.0,Promoting Voting Behavior Among Low Income Black Voters Using Reminder Letters: An Experimental Investigation
118219,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-1966,10.15453/0191-5096.1966,A,oai_rule,1.0,match,name,1.0,Private Child Support: Current and Potential Impacts
118220,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-1969,10.15453/0191-5096.1969,A,oai_rule,1.0,match,name,1.0,Workfare Programs in Rural America: Joblessness in Ohio's Appalachian Counties
118221,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-1967,10.15453/0191-5096.1967,A,oai_rule,1.0,match,name,1.0,An Examination of Research Explaining Public Welfare Spending at the State Level
118222,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-1968,10.15453/0191-5096.1968,A,oai_rule,1.0,match,name,1.0,Conservative Welfare Reform Proposals and The Reality of Subemployment
118223,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-1971,10.15453/0191-5096.1971,A,oai_rule,1.0,match,name,1.0,Self-Empowerment among Adults with Severe Physical Disability: A Case Study
118224,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-1972,10.15453/0191-5096.1972,A,oai_rule,1.0,match,name,1.0,The Introductory Course in the Undergraduate Social Work Curriculum
118225,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-1970,10.15453/0191-5096.1970,A,oai_rule,1.0,match,name,1.0,Family Ties During Imprisonment: Important to Whom and For What?
118226,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-1974,10.15453/0191-5096.1974,A,oai_rule,1.0,match,name,1.0,The Privatization of Housing in a Declining Economy: The Case of Stepping Stone Housing
118227,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-1973,10.15453/0191-5096.1973,A,oai_rule,1.0,match,name,1.0,"The Impact of DRGs on Social Workers in a University-Affiliated, Teaching Hospital System"
118228,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-1976,10.15453/0191-5096.1976,A,oai_rule,1.0,match,name,1.0,Mental Health Services: An International Perspective
118229,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-1977,10.15453/0191-5096.1977,A,oai_rule,1.0,match,name,1.0,The Development of Mental Health Services in Sub-Saharan Africa: The Case of Rwanda
