author_id,name,links,category,suggested
129077,7,1,corruption_digits,
144607,7,1,corruption_digits,
159943,570-662-43 (fax nsidell@mansfield.edu,1,corruption_email_url,
159942,"&;#xd;rvig, Kjersti",0,corruption_entity,
2304,"GUMMER, B",82,format_all_caps_legacy,
219,"MEYER, CH",75,format_all_caps_legacy,
2379,"OZAWA, MN",66,format_all_caps_legacy,
103,"THYER, BA",64,format_all_caps_legacy,
189,"BRIELAND, D",62,format_all_caps_legacy,
230,"ROSENBERG, G",58,format_all_caps_legacy,
117,"KIRK, SA",57,format_all_caps_legacy,
2333,"KERSON, TS",57,format_all_caps_legacy,
2393,"REID, WJ",52,format_all_caps_legacy,
3813,"SIPORIN, M",52,format_all_caps_legacy,
145,"SPECHT, H",51,format_all_caps_legacy,
231,"HOLDEN, G",49,format_all_caps_legacy,
3074,"MANTHORPE, J",49,format_all_caps_legacy,
206,"WODARSKI, JS",44,format_all_caps_legacy,
51,"REAMER, FG",43,format_all_caps_legacy,
104,"HARTMAN, A",43,format_all_caps_legacy,
2011,"PROCTOR, EK",43,format_all_caps_legacy,
3673,"GIOVANNONI, JM",43,format_all_caps_legacy,
6365,"PERLMAN, HH",43,format_all_caps_legacy,
4428,"KADUSHIN, A",40,format_all_caps_legacy,
95,"GOLDSTEIN, H",39,format_all_caps_legacy,
2132,"SAARI, C",39,format_all_caps_legacy,
483,"RUBIN, A",37,format_all_caps_legacy,
4175,"EWALT, PL",37,format_all_caps_legacy,
460,"KAHN, AJ",36,format_all_caps_legacy,
2192,"BARTH, RP",35,format_all_caps_legacy,
156,"WITKIN, SL",34,format_all_caps_legacy,
278,"KEIGHER, SM",34,format_all_caps_legacy,
3910,"POLANSKY, NA",34,format_all_caps_legacy,
201,"GERMAIN, CB",33,format_all_caps_legacy,
227,"REHR, H",33,format_all_caps_legacy,
343,"SCHORR, AL",33,format_all_caps_legacy,
14,"CNAAN, RA",31,format_all_caps_legacy,
200,"FRANKLIN, C",31,format_all_caps_legacy,
3322,"SCHAMESS, G",31,format_all_caps_legacy,
2052,"NUGENT, WR",30,format_all_caps_legacy,
2136,"HASENFELD, Y",30,format_all_caps_legacy,
2234,"DELGADO, M",30,format_all_caps_legacy,
5008,"BRIAR, S",30,format_all_caps_legacy,
303,"ATHERTON, CR",29,format_all_caps_legacy,
325,"LONGRES, JF",29,format_all_caps_legacy,
3360,"CAPUTO, RK",29,format_all_caps_legacy,
4194,"TRIPODI, T",29,format_all_caps_legacy,
92,"MALUCCIO, AN",28,format_all_caps_legacy,
194,"EPSTEIN, I",28,format_all_caps_legacy,
467,"MARSH, JC",28,format_all_caps_legacy,
3491,"GIBELMAN, M",28,format_all_caps_legacy,
3967,"WHITTAKER, JK",28,format_all_caps_legacy,
5939,"LINFORD, AA",28,format_all_caps_legacy,
186,"BERKMAN, B",27,format_all_caps_legacy,
2308,"HAGEN, JL",27,format_all_caps_legacy,
7924,"BREUL, FR",27,format_all_caps_legacy,
8932,"AIKIN, D",27,format_all_caps_legacy,
20,"FORTUNE, AE",26,format_all_caps_legacy,
69,"GILBERT, N",26,format_all_caps_legacy,
242,"TOSELAND, RW",26,format_all_caps_legacy,
335,"PARAD, HJ",26,format_all_caps_legacy,
479,"ROSEN, A",26,format_all_caps_legacy,
497,"STOESZ, D",26,format_all_caps_legacy,
2034,"JAYARATNE, S",26,format_all_caps_legacy,
2244,"DOBROF, R",26,format_all_caps_legacy,
71,"BERGER, RM",25,format_all_caps_legacy,
102,"HUDSON, WW",25,format_all_caps_legacy,
452,"GAMBRILL, E",25,format_all_caps_legacy,
2849,"FRASER, MW",25,format_all_caps_legacy,
2982,"ORME, JG",25,format_all_caps_legacy,
3152,"BOEHM, WW",25,format_all_caps_legacy,
3216,"FALCK, HS",25,format_all_caps_legacy,
3226,"MORRIS, R",25,format_all_caps_legacy,
3626,"PRINS, H",25,format_all_caps_legacy,
3628,"AUSTIN, DM",25,format_all_caps_legacy,
3753,"SHYNE, AW",25,format_all_caps_legacy,
4301,"ZIMBALIST, SE",25,format_all_caps_legacy,
2119,"MIDGLEY, J",24,format_all_caps_legacy,
2237,"DESAI, M",24,format_all_caps_legacy,
16,"BURMAN, JJR",23,format_all_caps_legacy,
470,"NETTING, FE",23,format_all_caps_legacy,
2187,"AUSTIN, MJ",23,format_all_caps_legacy,
2484,"EPSTEIN, L",23,format_all_caps_legacy,
2501,"LYNN, LE",23,format_all_caps_legacy,
3277,"MAAS, HS",23,format_all_caps_legacy,
20152,"POWELL, WE",23,format_all_caps_legacy,
31,"HOPPS, JG",22,format_all_caps_legacy,
371,"FELDMAN, RA",22,format_all_caps_legacy,
2270,"GETZEL, GS",22,format_all_caps_legacy,
2386,"PATTI, RJ",22,format_all_caps_legacy,
2514,"PRITCHARD, C",22,format_all_caps_legacy,
2680,"LURIE, A",22,format_all_caps_legacy,
3044,"ROSE, SD",22,format_all_caps_legacy,
4375,"FANSHEL, D",22,format_all_caps_legacy,
78,"CHILMAN, CS",21,format_all_caps_legacy,
96,"GREEN, RG",21,format_all_caps_legacy,
114,"BLOOM, M",21,format_all_caps_legacy,
181,"SHEPPARD, M",21,format_all_caps_legacy,
288,"MIEHLS, D",21,format_all_caps_legacy,
528,"AUSLANDER, GK",21,format_all_caps_legacy,
2505,"MILLER, RR",21,format_all_caps_legacy,
2906,"ROTHMAN, J",21,format_all_caps_legacy,
3157,"LAIRD, J",21,format_all_caps_legacy,
3325,"STREAN, HS",21,format_all_caps_legacy,
4025,"SMITH, M",21,format_all_caps_legacy,
4267,"ROHRLICH, GF",21,format_all_caps_legacy,
5502,"LEVY, CS",21,format_all_caps_legacy,
7400,"MARKS, R",21,format_all_caps_legacy,
260,"COSTIN, LB",20,format_all_caps_legacy,
501,"WAKEFIELD, JC",20,format_all_caps_legacy,
2107,"KAGLE, JD",20,format_all_caps_legacy,
2219,"CHERNESKY, RH",20,format_all_caps_legacy,
2394,"REISCH, M",20,format_all_caps_legacy,
2508,"PANDEY, S",20,format_all_caps_legacy,
2541,"ALLENMEARES, P",20,format_all_caps_legacy,
2726,"MUNSON, CE",20,format_all_caps_legacy,
2879,"ITZHAKY, H",20,format_all_caps_legacy,
3462,"POOLE, DL",20,format_all_caps_legacy,
3838,"MILLER, J",20,format_all_caps_legacy,
4794,"TURNER, FJ",20,format_all_caps_legacy,
5221,"LEADER, AL",20,format_all_caps_legacy,
5259,"HOSHINO, G",20,format_all_caps_legacy,
7516,"SPERGEL, I",20,format_all_caps_legacy,
129,"PALOMBO, J",19,format_all_caps_legacy,
159,"BARBER, JG",19,format_all_caps_legacy,
190,"CHEETHAM, J",19,format_all_caps_legacy,
258,"CHERNUS, LA",19,format_all_caps_legacy,
277,"KAMERMAN, SB",19,format_all_caps_legacy,
3273,"KATZ, AH",19,format_all_caps_legacy,
3997,"BLYTHE, BJ",19,format_all_caps_legacy,
4379,"AIKARA, J",19,format_all_caps_legacy,
5433,"GORDON, WE",19,format_all_caps_legacy,
5911,"ROSENBLATT, A",19,format_all_caps_legacy,
7029,"PILIAVIN, I",19,format_all_caps_legacy,
8160,"SUDBERY, J",19,format_all_caps_legacy,
216,"DAVIS, LV",18,format_all_caps_legacy,
424,"BOGO, M",18,format_all_caps_legacy,
2007,"PHARIS, ME",18,format_all_caps_legacy,
2251,"EPHROSS, PH",18,format_all_caps_legacy,
2335,"MARTIN, LL",18,format_all_caps_legacy,
2373,"NEUGEBOREN, B",18,format_all_caps_legacy,
2436,"ROTHMAN, B",18,format_all_caps_legacy,
2902,"MAILICK, MD",18,format_all_caps_legacy,
2949,"SARMA, AM",18,format_all_caps_legacy,
2963,"BECK, BM",18,format_all_caps_legacy,
3084,"KANE, RA",18,format_all_caps_legacy,
3181,"HUDSON, BL",18,format_all_caps_legacy,
3453,"GALINSKY, MJ",18,format_all_caps_legacy,
3525,"KONOPKA, G",18,format_all_caps_legacy,
3670,"GEISMAR, LL",18,format_all_caps_legacy,
5627,"SEGAL, SP",18,format_all_caps_legacy,
1,"SANDS, RG",17,format_all_caps_legacy,
37,"LINDSEY, D",17,format_all_caps_legacy,
127,"NORTHEN, H",17,format_all_caps_legacy,
488,"SANVILLE, J",17,format_all_caps_legacy,
2055,"PARSLOE, P",17,format_all_caps_legacy,
2108,"KARGER, HJ",17,format_all_caps_legacy,
2147,"KROPF, NP",17,format_all_caps_legacy,
2213,"KOSBERG, JI",17,format_all_caps_legacy,
2301,"GREENE, RR",17,format_all_caps_legacy,
2850,"JENSON, JM",17,format_all_caps_legacy,
2877,"WILLIAMS, B",17,format_all_caps_legacy,
2880,"ABRAMSON, M",17,format_all_caps_legacy,
3022,"JORDAN, B",17,format_all_caps_legacy,
3160,"ROBB, JR",17,format_all_caps_legacy,
3178,"DAVIES, M",17,format_all_caps_legacy,
3702,"LEWIS, H",17,format_all_caps_legacy,
4198,"HAMOVITCH, MB",17,format_all_caps_legacy,
4422,"GINSBERG, LH",17,format_all_caps_legacy,
4466,"DOMINELLI, L",17,format_all_caps_legacy,
4636,"KRAMER, RM",17,format_all_caps_legacy,
5082,"GOLDSTEIN, EG",17,format_all_caps_legacy,
6323,"MINAHAN, A",17,format_all_caps_legacy,
6725,"REIN, M",17,format_all_caps_legacy,
10500,"SHERMAN, SN",17,format_all_caps_legacy,
91,"FEIN, E",16,format_all_caps_legacy,
235,"SCHINKE, SP",16,format_all_caps_legacy,
534,"BARGAL, D",16,format_all_caps_legacy,
561,"BLUMENFIELD, S",16,format_all_caps_legacy,
2041,"KUTCHINS, H",16,format_all_caps_legacy,
2177,"ALEXANDER, LB",16,format_all_caps_legacy,
2329,"KAYE, LW",16,format_all_caps_legacy,
2388,"PERLMUTTER, FD",16,format_all_caps_legacy,
2617,"GLISSON, C",16,format_all_caps_legacy,
3139,"SHERRADEN, M",16,format_all_caps_legacy,
3933,"PAYNE, M",16,format_all_caps_legacy,
4129,"WALSH, J",16,format_all_caps_legacy,
4395,"ROSSETTI, F",16,format_all_caps_legacy,
4423,"FISCHER, J",16,format_all_caps_legacy,
4449,"SCHOTTLAND, CI",16,format_all_caps_legacy,
4717,"FERREIRA, JV",16,format_all_caps_legacy,
5557,"NELSEN, JC",16,format_all_caps_legacy,
5693,"WOLINS, M",16,format_all_caps_legacy,
6041,"SMITH, G",16,format_all_caps_legacy,
6044,"SOMERS, ML",16,format_all_caps_legacy,
6161,"BUTTRICK, SM",16,format_all_caps_legacy,
6418,"SHAW, I",16,format_all_caps_legacy,
8542,"GAMBRILL, ED",16,format_all_caps_legacy,
8754,"HOLLIS, F",16,format_all_caps_legacy,
9330,"ROFFMAN, RA",16,format_all_caps_legacy,
27,"GREIF, GL",15,format_all_caps_legacy,
46,"PARDECK, JT",15,format_all_caps_legacy,
84,"DORE, MM",15,format_all_caps_legacy,
106,"SCHILLING, RF",15,format_all_caps_legacy,
150,"TOBIN, SS",15,format_all_caps_legacy,
252,"ALASZEWSKI, A",15,format_all_caps_legacy,
373,"GORE, MS",15,format_all_caps_legacy,
391,"SALEEBEY, D",15,format_all_caps_legacy,
508,"HOWE, D",15,format_all_caps_legacy,
2003,"MEYER, WS",15,format_all_caps_legacy,
2005,"PETR, CG",15,format_all_caps_legacy,
