author_id,name_as_published,full_name,family,given_full,evidence_dois,n_papers_linked,n_papers_checked,n_papers_agreeing
3,"SHERIDAN, MS","Sheridan, Mary S.",Sheridan,Mary S.,10.1177/104438947805900405|10.1300/j010v01n01_09|10.1300/j010v13n03_08,6,3,3
4,"SIEBOLD, C","Siebold, Cathy",Siebold,Cathy,10.1007/bf02189938|10.1023/a:1022970612890|10.1080/00377319209517377,3,3,3
5,"TYSON, KB","Tyson, Katherine B.",Tyson,Katherine B.,10.1177/104438948606700603,2,1,1
6,"WASOW, M","Wasow, Mona",Wasow,Mona,10.1093/hsw/20.2.159|10.1093/hsw/20.4.310-a|10.1093/sw/26.6.528-a|10.1093/sw/28.4.313|10.1093/sw/29.1.82-a,13,5,5
13,"BLANKERTZ, LE","Blankertz, Laura E.",Blankertz,Laura E.,10.1086/604083|10.1177/104438949007100701|10.1177/104973159200200402,4,3,3
15,"BROWN, A","Brown, Allan",Brown,Allan,10.1300/j009v11n01_11|10.1300/j009v13n03_04,11,2,2
19,"EPSTEIN, WM","Epstein, William M.",Epstein,William M.,10.1080/10437797.1995.10672264|10.1086/644353|10.1093/sw/35.6.571|10.1093/swr/18.1.62|10.1177/1049731504265838|10.1177/1049731505282987|10.1177/104973159200200412,13,7,7
23,"SINCLAIR, I","Sinclair, Ian",Sinclair,Ian,10.1300/j083v12n01_05,12,1,1
24,"GILLESPIE, DF","Gillespie, David F.",Gillespie,David F.,10.1080/10437797.1986.10671727|10.1080/10437797.1995.10672259|10.1086/644354|10.1093/swr/18.4.239|10.1177/104973159200200410,10,5,5
25,"KHINDUKA, S","Khinduka, Shanti",Khinduka,Shanti,10.1177/1049731502012005007|10.1177/104973159200200410,3,2,2
28,"HALL, RE","Hall, Ronald E.",Hall,Ronald E.,10.1177/104973159200200404,4,1,1
29,"HILL, M","Hill, Malcolm",Hill,Malcolm,10.1080/026505399103368,14,1,1
35,"MORONEY, RM","Moroney, Robert M.",Moroney,Robert M.,10.1093/sw/32.1.92|10.1177/104973159200200401,7,2,2
37,"LINDSEY, D","Lindsey, Duncan",Lindsey,Duncan,10.1080/10437797.1992.10778790|10.1086/603915|10.1093/sw/27.6.491|10.1093/swr/18.1.41|10.1177/104973159200200106|10.1177/104973159200200411|10.1177/104973159900900115|10.1300/j079v29n04_04|10.1300/j147v27n01_04,17,9,9
38,"LITTLE, M","Little, Michael",Little,Michael,10.1111/j.1468-2397.2005.00360.x,6,1,1
39,"LLOYD, S","Lloyd, Sally",Lloyd,Sally,10.1177/104438948306400303,5,1,1
45,"OWEN, M","Owen, Mary",Owen,Mary,10.1300/j079v25n03_03,6,1,1
46,"PARDECK, JT","Pardeck, John T.",Pardeck,John T.,10.1007/bf00753411|10.1177/104438948606701004|10.1177/104438949007100220|10.1177/104438949007100405|10.1177/104973159200200405|10.1177/104973159200200413|10.1177/104973159500500206|10.1177/104973159900900107|10.1177/104973159900900116|10.1300/j147v16n02_05,15,10,10
51,"REAMER, FG","Reamer, Frederic G.",Reamer,Frederic G.,10.1080/10437797.1991.10672193|10.1080/10437797.1992.10778752|10.1080/10437797.1992.10778766|10.1080/10437797.1992.10778778|10.1080/10437797.1993.10778793|10.1080/10437797.1993.10778808|10.1080/10437797.1993.10778819|10.1080/10437797.1994.10672207|10.1086/322225|10.1086/603754|10.1086/603805|10.1086/603860|10.1086/603882|10.1086/603902|10.1086/643512|10.1086/643548|10.1086/643728|10.1086/644083|10.1086/644143|10.1086/644516|10.1086/644590|10.1093/sw/29.3.309-a|10.1093/sw/32.3.188|10.1177/104438948306400801|10.1177/104973159200200408|10.1177/104973159800800508|10.1177/104973159900900108|10.1606/1044-3894.747,43,28,28
54,"SINGH, RN","Singh, Ram Naresh",Singh,Ram Naresh,10.1177/104438948206301004,5,1,1
55,"DELANGE, J","De Lange, Janice",De Lange,Janice,10.1093/sw/25.3.245,3,1,1
57,"TEXTOR, MR","Textor, Martin R.",Textor,Martin R.,10.1177/002087289503800406,2,1,1
60,"TRACY, EM","Tracy, Elizabeth M.",Tracy,Elizabeth M.,10.1093/sw/39.5.534|10.1093/swr/18.1.56|10.1177/104438949007100802|10.1177/104438949207300802|10.1177/104973159200200403,11,5,5
61,"BEAN, N","Bean, Nadine",Bean,Nadine,10.1177/104973159200200403|10.1300/j147v25n03_01,2,2,2
62,"GWATKIN, S","Gwatkin, Selma",Gwatkin,Selma,10.1177/104438949207300802|10.1177/104973159200200403,2,2,2
63,"HILL, B","Hill, Barbara",Hill,Barbara,10.1177/104973159200200403,1,1,1
68,"AHN, HN","Ahn, Helen Noh",Ahn,Helen Noh,10.1086/603930,1,1,1
69,"GILBERT, N","Gilbert, Neil",Gilbert,Neil,10.1086/603930|10.1086/642364|10.1086/643181|10.1086/643330|10.1086/643397|10.1086/643557|10.1086/643788|10.1086/643942|10.1093/sw/24.6.447|10.1093/sw/27.3.285-a|10.1093/sw/27.4.293|10.1093/sw/27.6.534,26,12,12
70,"BENITEZBLOCH, R","Benitez-Bloch, Rosalyn",Benitez-Bloch,Rosalyn,10.1007/bf00754645,2,1,1
72,"BLYTHE, B","Blythe, Betty",Blythe,Betty,10.1080/10437797.1992.10778779|10.1177/104973150001000210,2,2,2
73,"BONNEFIL, M","Bonnefil, Margaret",Bonnefil,Margaret,10.1007/bf00757173|10.1007/bf02027836|10.1007/bf02145674|10.1023/a:1022809915059,9,4,4
74,"BORDEN, W","Borden, William",Borden,William,10.1086/345277|10.1086/516409|10.1086/603769|10.1086/603856|10.1086/603933|10.1086/644591,11,6,6
76,"CHANDLER, SM","Chandler, Susan Meyers",Chandler,Susan Meyers,10.1093/sw/30.4.346|10.1177/104438948006100604,3,2,2
77,"CHIARAMONTE, JA","Chiaramonte, John A.",Chiaramonte,John A.,10.1007/bf01892594,2,1,1
78,"CHILMAN, CS","Chilman, Catherine S.",Chilman,Catherine S.,10.1086/603927|10.1086/604138|10.1086/643042|10.1086/643726|10.1093/sw/18.6.115-a|10.1093/sw/19.3.376|10.1093/sw/24.6.492|10.1093/sw/30.4.374-a|10.1093/sw/31.3.236|10.1177/104438947305401001|10.1177/104438947405500310|10.1177/104438947405500602|10.1300/j083v11n03_03,21,13,13
81,"CORNETT, C","Cornett, Carlton",Cornett,Carlton,10.1007/bf00754644|10.1007/bf00755042|10.1007/bf00756510|10.1007/bf02191635|10.1007/s10615-005-4951-8|10.1023/a:1005172027598|10.1023/a:1022846404295,9,7,7
82,"CULHANE, DP","Culhane, Dennis P.",Culhane,Dennis P.,10.1086/382770|10.1086/603931|10.1086/604265,3,3,3
83,"DATTALO, P","Dattalo, Patrick",Dattalo,Patrick,10.1080/10437797.1994.10672231|10.1093/sw/36.4.297|10.1300/j147v14n03_06|10.1300/j147v18n04_02|10.1300/j147v21n02_04,12,5,5
87,"DUBLIN, P","Dublin, Penny",Dublin,Penny,10.1007/bf00754640,1,1,1
90,"EVANS, PM","Evans, Patricia M.",Evans,Patricia M.,10.1086/603928,1,1,1
91,"FEIN, E","Fein, Edith",Fein,Edith,10.1086/603926|10.1086/644170|10.1093/sw/17.4.105|10.1093/sw/32.6.546|10.1177/104438948206300505|10.1177/104438948406500903|10.1177/104438948506600406|10.1177/104438948506600808|10.1177/104438948606700504|10.1177/104438949007100810|10.1177/104438949107200602,16,11,11
92,"MALUCCIO, AN","Maluccio, Anthony N.",Maluccio,Anthony N.,10.1080/10437797.1988.10671261|10.1080/10437797.1996.10778467|10.1086/324610|10.1086/514435|10.1086/515790|10.1086/603926|10.1086/604055|10.1086/642837|10.1086/643284|10.1093/sw/28.5.406|10.1093/sw/29.1.83|10.1177/104438947005100109|10.1177/104438947405500104|10.1177/104438949507601005|10.1300/j147v22n01_02,28,15,15
93,"GITTERMAN, A","Gitterman, Alex",Gitterman,Alex,10.1086/604201|10.1086/643430|10.1093/sw/28.2.127|10.1093/sw/32.6.552-a|10.1177/104438947205300503|10.1177/104438947705800206|10.1177/104438948907000306|10.1300/j009v11n01_03|10.1300/j009v12n02_02,13,9,9
94,"GLENNERSTER, H","Glennerster, Howard",Glennerster,Howard,10.1086/324609|10.1086/603937,4,2,2
95,"GOLDSTEIN, H","Goldstein, Howard",Goldstein,Howard,10.1086/644046|10.1086/644219|10.1093/sw/30.2.183|10.1093/sw/31.5.352|10.1093/sw/32.3.266|10.1177/104438948606700104|10.1177/104438949007100104|10.1177/104438949007100502|10.1177/104438949207300111|10.1177/104438949307400708|10.1177/104438949407500510|10.1300/j009v11n01_02|10.1606/1044-3894.1000|10.1606/1044-3894.1005|10.1606/1044-3894.1014|10.1606/1044-3894.1030|10.1606/1044-3894.1046|10.1606/1044-3894.1065|10.1606/1044-3894.1210|10.1606/1044-3894.1218|10.1606/1044-3894.1472|10.1606/1044-3894.1789|10.1606/1044-3894.647|10.1606/1044-3894.666|10.1606/1044-3894.691|10.1606/1044-3894.712|10.1606/1044-3894.725|10.1606/1044-3894.829|10.1606/1044-3894.872,39,29,29
96,"GREEN, RG","Green, Robert G.",Green,Robert G.,10.1080/10437797.1995.10672274|10.1080/10437797.1997.10778892|10.1080/10437797.1998.10778936|10.1080/10437797.1999.10778959|10.1080/10437797.2001.10779058|10.1080/10437797.2002.10779087|10.1086/603932|10.1086/644577|10.1177/104438948206300205|10.1300/j010v41n03_05|10.1300/j079v19n01_03|10.1300/j079v27n03_03|10.1300/j079v28n01_04|10.5175/jswe.2005.200300360,21,14,14
97,"HUTCHISON, ED","Hutchison, Elizabeth D.",Hutchison,Elizabeth D.,10.1086/603742|10.1086/603932|10.1086/644479|10.1177/104438949207300201|10.1606/1044-3894.1069,8,5,5
98,"SAR, BK","Sar, Bibhuti K.",Sar,Bibhuti K.,10.1086/603932,2,1,1
99,"GUTHEIL, IA","Gutheil, Irene A.",Gutheil,Irene A.,10.1007/bf00755370|10.1080/00377319309517384|10.1300/j083v29n04_06,7,3,3
100,"HANCOCK, TU","Hancock, Tina U.",Hancock,Tina U.,10.1080/10437797.1992.10778786,1,1,1
101,"HARRISON, DF","Harrison, Dianne F.",Harrison,Dianne F.,10.1080/10437797.1988.10672104|10.1080/10437797.1991.10672204|10.1177/104973150201200101|10.1177/104973159300300407|10.1177/104973159800800605|10.1177/104973159900900102,9,6,6
102,"HUDSON, WW","Hudson, Walter W.",Hudson,Walter W.,10.1086/514474|10.1086/643157|10.1086/643372|10.1086/643499|10.1086/643592|10.1086/643684|10.1086/644009|10.1093/swr/19.2.121|10.1177/104973150001000506|10.1177/104973150101100301|10.1177/104973150201200103|10.1177/104973150201200112|10.1177/104973159300300308|10.1177/104973159300300407|10.1177/104973159700700105|10.1300/j079v24n01_07,25,16,16
104,"HARTMAN, A","Hartman, Ann",Hartman,Ann,10.1080/00377318609516608|10.1080/00377318809516653|10.1080/00377319409517412|10.1093/sw/35.6.483|10.1093/sw/36.4.275|10.1177/104438946004100605|10.1177/104438946905000301|10.1177/104438947005100802|10.1177/104438947105200701|10.1177/104438947405500401|10.1177/104438947805900803|10.1177/104438948006100601|10.1177/104438948306400209|10.1177/104438948606700312|10.1177/104438949007100105|10.1177/104438949507600207|10.1177/104438949507600306|10.1300/j010v31n04_03,43,18,18
105,"ICARD, LD","Icard, Larry D.",Icard,Larry D.,10.1080/10437797.1996.10778453,6,1,1
107,"ELBASSEL, N","El-Bassel, Nabila",El-Bassel,Nabila,10.1177/104973159700700106,6,1,1
109,"JACKSON, AP","Jackson, Aurora P.",Jackson,Aurora P.,10.1080/10437797.1998.10778924|10.1086/345706|10.1086/515763|10.1086/603929|10.1093/swr/18.1.36,13,5,5
110,"JOHNSON, HC","Johnson, Harriette C.",Johnson,Harriette C.,10.1007/bf00753294|10.1080/10437797.1990.10672142|10.1086/603855|10.1086/603934|10.1093/sw/31.4.299|10.1093/sw/39.5.613|10.1177/104438949507600703|10.1177/104973159100100405|10.1606/1044-3894.1817|10.1606/1044-3894.835,12,10,10
112,"HULL, GH","Hull, Grafton H.",Hull,Grafton H.,10.1080/10437797.1987.10672082|10.1080/10437797.1990.10672156|10.1080/10437797.1992.10778784|10.1080/10437797.1993.10778811|10.1080/10437797.1994.10672213|10.1080/10437797.1994.10672248|10.1080/10437797.1995.10672271|10.1177/104438948206300603,10,8,8
113,"KLEIN, WC","Klein, Waldo C.",Klein,Waldo C.,10.1080/10437797.1992.10778782|10.1080/10437797.1995.10672273|10.1080/10437797.1996.10778456|10.1300/j010v41n03_07,7,4,4
114,"BLOOM, M","Bloom, Martin",Bloom,Martin,10.1080/10437797.1992.10778782|10.1080/10437797.1995.10672273|10.1086/641690|10.1086/643679|10.1086/643760|10.1086/644060|10.1093/sw/22.2.130|10.1093/sw/26.6.517|10.1177/104438947105200801|10.1177/104438947105200802|10.1177/104973159400400305|10.1300/j010v41n03_07,21,12,12
115,"KRAUS, SJ","Kraus, Susan J.",Kraus,Susan J.,10.1093/sw/32.1.89-b,2,1,1
116,"LATTING, JK","Latting, Jean Kantambu",Latting,Jean Kantambu,10.1080/10437797.1990.10672132|10.1080/10437797.1991.10672169|10.1300/j147v28n02_03,6,3,3
117,"KIRK, SA","Kirk, Stuart A.",Kirk,Stuart A.,10.1080/10437797.1990.10672162|10.1080/10437797.1992.10778790|10.1080/10437797.1995.10672276|10.1080/10437797.1997.10778870|10.1086/375790|10.1086/515788|10.1086/515798|10.1086/603915|10.1086/604239|10.1086/643549|10.1086/643812|10.1086/644020|10.1086/644199|10.1086/644544|10.1093/sw/23.4.334|10.1093/sw/25.3.204|10.1093/sw/31.4.318-a|10.1093/sw/32.3.205|10.1093/swr/18.1.27|10.1093/swr/18.1.3|10.1093/swr/18.4.195|10.1093/swr/20.4.194|10.1177/104438947505600614|10.1177/104438947805900514|10.1177/104438948907000505|10.1177/104973159100100407|10.1177/104973159300300207|10.1177/104973159500500105|10.1177/104973159900900303|10.1300/j010v41n03_06|10.1300/j079v20n03_01|10.1300/j147v10n02_02|10.1300/j147v19n01_02,57,33,33
118,"MARLEY, JA","Marley, James A.",Marley,James A.,10.1177/104438949007100911,5,1,1
119,"MCINTOSH, R","McIntosh, Regina",McIntosh,Regina,10.1093/sw/28.4.336,2,1,1
120,"MCPHATTER, AR","McPhatter, Anna R.",McPhatter,Anna R.,10.1177/104438949107200102,2,1,1
123,"MUDRICK, NR","Mudrick, Nancy R.",Mudrick,Nancy R.,10.1080/10437797.1992.10778781|10.1086/643591|10.1086/644002|10.1086/644076|10.1086/644200,6,5,5
126,"MURDACH, AD","Murdach, Allison D.",Murdach,Allison D.,10.1093/hsw/20.3.187|10.1093/sw/27.3.286-b|10.1093/sw/28.4.279|10.1093/sw/41.1.26,12,4,4
127,"NORTHEN, H","Northen, Helen",Northen,Helen,10.1086/640908|10.1086/643225|10.1086/643859|10.1093/sw/32.3.262|10.1093/sw/8.4.114-a|10.1177/104438947405500512|10.1177/104438948006100310|10.1300/j010v07n02_09,17,8,8
128,"OKTAY, JS","Oktay, Julianne S.",Oktay,Julianne S.,10.1093/hsw/20.2.157|10.1093/sw/28.4.327-b,7,2,2
129,"PALOMBO, J","Palombo, Joseph",Palombo,Joseph,10.1007/bf00752905|10.1007/bf00753299|10.1007/bf00753608|10.1007/bf00754638|10.1007/bf00755129|10.1007/bf00755376|10.1007/bf00755477|10.1007/bf00755899|10.1007/bf00755941|10.1007/bf00757091|10.1007/bf00757444|10.1007/bf00757620|10.1007/bf00759869|10.1007/bf00761357|10.1007/bf00808457|10.1007/bf02142383|10.1080/00377319409517405,19,17,17
131,"RICHMAN, JM","Richman, Jack M.",Richman,Jack M.,10.1080/10437797.1988.10672092|10.1080/10437797.1992.10778785|10.1177/104973159300300304,6,3,3
132,"ROHRER, GE","Rohrer, Glenn E.",Rohrer,Glenn E.,10.1080/10437797.1992.10778789,2,1,1
133,"SMITH, WC","Smith, Wayne C.",Smith,Wayne C.,10.1080/10437797.1992.10778789,1,1,1
134,"PETERSON, VJ","Peterson, Vicki J.",Peterson,Vicki J.,10.1080/10437797.1992.10778789,1,1,1
135,"ROYSE, D","Royse, David",Royse,David,10.1080/10437797.1992.10778780|10.1080/10437797.1994.10672227|10.1177/104973159900900106,4,3,3
136,"ROMPF, EL","Rompf, Elizabeth Lewis",Rompf,Elizabeth Lewis,10.1080/10437797.1992.10778780|10.1080/10437797.1994.10672227|10.1080/10437797.2003.10779146,3,3,3
137,"SABLE, P","Sable, Pat",Sable,Pat,10.1007/bf00754639|10.1007/bf02189946|10.1007/bf02190328|10.1177/104438949207300502,6,4,4
138,"SAMANTRAI, K","Samantrai, Krishna",Samantrai,Krishna,10.1080/00377319809517521|10.1093/sw/36.4.359,4,2,2
139,"SEIZ, RC","Seiz, Robert C.",Seiz,Robert C.,10.1007/bf00754643|10.1177/104438949207300806,3,2,2
140,"SCHWAB, AJ","Schwab, A. James",Schwab,A. James,10.1007/bf00754643|10.1177/104438949207300806|10.1177/104438949307401003|10.1300/j147v29n01_07,5,4,4
141,"SICHERMAN, M","Sicherman, Marvin",Sicherman,Marvin,10.1007/bf00753609|10.1007/bf00756481|10.1007/bf02190751,13,3,3
142,"SIEGEL, DH","Siegel, Deborah H.",Siegel,Deborah H.,10.1086/643010|10.1086/644175|10.1093/sw/40.4.568|10.1177/104438949407500302,12,4,4
147,"STROM, K","Strom, Kimberly",Strom,Kimberly,10.1007/bf02190287|10.1080/10437797.1993.10778800|10.1177/104438949407500804,4,3,3
148,"SUSSAL, CM","Sussal, Carol M.",Sussal,Carol M.,10.1007/bf00754642|10.1007/bf00757445|10.1080/00377319309517395|10.1080/00377319809517524|10.1300/j009v08n03_08,9,5,5
151,"TRACY, MB","Tracy, Martin B.",Tracy,Martin B.,10.1080/10437797.1992.10778787,10,1,1
153,"WEBBER, H","Webber, Hank",Webber,Hank,10.1086/603935,1,1,1
154,"WHEELER, BR","Wheeler, Barbara R.",Wheeler,Barbara R.,10.1080/10437797.1992.10778783|10.1177/104438949307400510,3,2,2
155,"GIBBONS, WE","Gibbons, W. Eugene",Gibbons,W. Eugene,10.1023/a:1022875119429|10.1080/10437797.1992.10778783,2,2,2
159,"BARBER, JG","Barber, James G.",Barber,James G.,10.1086/604082|10.1177/104438949507600104|10.1177/104438949507600406|10.1177/104973150001000206|10.1177/1049731503013004001|10.1177/104973159200200103|10.1177/104973159400400209|10.1177/104973159500500302|10.1177/104973159600600304|10.1177/104973159600600308|10.1177/104973159800800201|10.1300/j079v26n01_03|10.1300/j079v28n03_02,19,13,13
160,"CRISP, BR","Crisp, Beth R.",Crisp,Beth R.,10.1080/10437797.2004.10778480|10.1177/104438949507600406|10.1177/104973150001000202|10.1177/104973150001000205|10.1177/104973150001000209|10.1177/104973150101100112|10.1177/104973159500500302,9,7,7
163,"MILLER, ME","Miller, Mark E.",Miller,Mark E.,10.1093/hsw/21.1.41,3,1,1
173,"JONES, G","Jones, Garrett",Jones,Garrett,10.5175/jswe.2005.200300360,11,1,1
182,"ABRAMOVITZ, R","Abramovitz, Robert",Abramovitz,Robert,10.1177/104973159200200314|10.1177/104973159200200315,3,2,2
183,"WILLIAMS, JBW","Williams, Janet B. W.",Williams,Janet B. W.,10.1177/104973159900900307,3,1,1
184,"MATTAINI, MA","Mattaini, Mark A.",Mattaini,Mark A.,10.1177/104438949007100406|10.1177/104973159200200201|10.1177/104973159200200301|10.1177/104973159200200308|10.1177/104973159200200314|10.1177/104973159200200316|10.1177/104973159300300405|10.1177/104973159400400409|10.1177/104973159600600107|10.1177/104973159700700107,13,10,10
185,"AUSTIN, D","Austin, David",Austin,David,10.1177/104973150101100201|10.1177/104973159200200307,3,2,2
186,"BERKMAN, B","Berkman, Barbara",Berkman,Barbara,10.1007/bf00760158|10.1086/643059|10.1093/hsw/21.3.230|10.1093/sw/20.5.387|10.1093/sw/29.5.493|10.1300/j010v02n03_05|10.1300/j010v03n03_03|10.1300/j010v05n04_04|10.1300/j010v09n04_07|10.1300/j010v13n03_04|10.1300/j010v15n01_02|10.1300/j010v17n04_06|10.1300/j010v22n03_01|10.1300/j010v24n01_07|10.1300/j010v37n04_01|10.1300/j083v05n03_07,27,16,16
189,"BRIELAND, D","Brieland, Donald",Brieland,Donald,10.1080/10437797.1987.10801456|10.1086/640067|10.1086/640153|10.1086/640365|10.1086/640377|10.1086/640537|10.1086/641526|10.1086/641752|10.1086/641976|10.1086/642543|10.1086/642812|10.1086/642997|10.1086/643220|10.1086/643511|10.1093/sw/18.6.113|10.1093/sw/23.4.266|10.1093/sw/24.6.478|10.1093/sw/27.6.539|10.1093/sw/32.6.550|10.1093/sw/36.4.367-b|10.1177/104438946104200701|10.1177/104438947105200216|10.1177/104438948606700109|10.1177/104973159800800509,62,24,24
190,"CHEETHAM, J","Cheetham, Juliet",Cheetham,Juliet,10.1177/104973159200200303|10.1177/104973159400400107|10.1177/104973159700700301|10.1300/j010v25n01_13,19,4,4
191,"CORRIGAN, EM","Corrigan, Eileen M.",Corrigan,Eileen M.,10.1177/104438947305400410|10.1177/104438947805900107,11,2,2
194,"EPSTEIN, I","Epstein, Irwin",Epstein,Irwin,10.1086/642523|10.1086/644481|10.1093/sw/13.2.101|10.1093/sw/15.4.87|10.1177/104438946604700110|10.1177/104438948106200611|10.1300/j010v18n03_07|10.1300/j010v38n04_01|10.1300/j010v41n03_04|10.1300/j147v08n04_02,28,10,10
195,"GRELLONG, BA","Grellong, Bruce A.",Grellong,Bruce A.,10.1177/104973159200200314,2,1,1
197,"FESTINGER, T","Festinger, Trudy",Festinger,Trudy,10.1086/449323|10.1300/j010v10n01_09|10.1300/j010v38n04_05,6,3,3
200,"FRANKLIN, C","Franklin, Cynthia",Franklin,Cynthia,10.1080/10437797.1992.10778768|10.1080/10437797.1992.10778775|10.1093/hsw/21.1.49|10.1177/104438949107200601|10.1177/104438949307401003|10.1177/104438949507600502|10.1177/104438949507600702|10.1177/104973150101100210|10.1177/104973150101100401|10.1177/104973150101100503|10.1177/104973159200200107|10.1177/104973159300300302|10.1177/104973159500500109|10.1177/104973159800800301|10.1177/104973159800800304|10.1300/j083v22n01_06|10.1606/1044-3894.935,31,17,17
205,"HOWING, PT","Howing, Phyllis T.",Howing,Phyllis T.,10.1093/sw/35.6.506,6,1,1
209,"JENKINS, S","Jenkins, Shirley",Jenkins,Shirley,10.1086/643827|10.1086/643949|10.1093/sw/27.1.119-a|10.1177/104973159200200201|10.1177/104973159200200302,11,5,5
210,"JONES, L","Jones, Loring",Jones,Loring,10.1177/002087289704000405|10.1177/104438949007101001|10.1300/j079v19n01_09,5,3,3
215,"LIEBERMAN, A","Lieberman, Alice",Lieberman,Alice,10.1080/10437797.1998.10778915,3,1,1
220,"NARAYAN, L","Narayan, Lata",Narayan,Lata,10.1177/002087280004300205,8,1,1
221,"OLSEN, L","Olsen, Lenore",Olsen,Lenore,10.1080/10437797.1990.10672146|10.1086/644048|10.1093/sw/31.3.182,12,3,3
227,"REHR, H","Rehr, Helen",Rehr,Helen,10.1007/bf02321228|10.1086/642326|10.1086/642396|10.1086/642900|10.1086/642978|10.1093/sw/17.4.80|10.1093/sw/20.5.387|10.1300/j010v02n02_01|10.1300/j010v02n03_05|10.1300/j010v03n03_03|10.1300/j010v05n04_04|10.1300/j010v08n03_01|10.1300/j010v10n01_06|10.1300/j010v18n03_02|10.1300/j010v18n03_03|10.1300/j010v18n03_07|10.1300/j010v18n03_08|10.1300/j010v20n01_03|10.1300/j010v28n02_05|10.1300/j010v28n02_06|10.1300/j010v31n02_01|10.1300/j010v33n01_01,33,22,22
230,"ROSENBERG, G","Rosenberg, Gary",Rosenberg,Gary,10.1007/bf02321228|10.1080/10437797.1999.10778982|10.1080/10437797.2001.10779038|10.1093/sw/27.4.377-a|10.1177/1049731503254107|10.1177/104973159200200304|10.1177/104973159500500207|10.1177/104973159600600207|10.1177/104973159600600306|10.1177/104973159700700308|10.1177/104973159700700404|10.1177/104973159900900310|10.1300/j010v03n01_09|10.1300/j010v05n04_04|10.1300/j010v08n03_10|10.1300/j010v12n03_01|10.1300/j010v12n03_08|10.1300/j010v13n04_04|10.1300/j010v15n01_01|10.1300/j010v18n03_01|10.1300/j010v18n03_02|10.1300/j010v18n03_03|10.1300/j010v18n03_12|10.1300/j010v19n02_01|10.1300/j010v20n01_01|10.1300/j010v20n01_04|10.1300/j010v20n03_08|10.1300/j010v20n04_01|10.1300/j010v20n04_08|10.1300/j010v21n03_09|10.1300/j010v23n04_01|10.1300/j010v24n01_05|10.1300/j010v25n01_03|10.1300/j010v28n02_05|10.1300/j010v28n02_06|10.1300/j010v28n04_01|10.1300/j010v36n02_02|10.1300/j010v36n04_01|10.1300/j010v41n03_01|10.1300/j010v41n03_02|10.1300/j010v41n03_03|10.1300/j010v41n03_09,58,42,42
231,"HOLDEN, G","Holden, Gary",Holden,Gary,10.1080/10437797.1999.10778982|10.1080/10437797.2001.10779038|10.1080/10437797.2002.10779086|10.1080/10437797.2002.10779089|10.1080/10437797.2003.10779147|10.1093/hsw/19.2.103|10.1093/hsw/20.1.5|10.1177/1049731503254107|10.1177/104973159200200304|10.1177/104973159500500207|10.1177/104973159600600207|10.1177/104973159600600306|10.1177/104973159700700308|10.1177/104973159700700404|10.1177/104973159900900310|10.1177/104973159900900311|10.1300/j010v17n01_08|10.1300/j010v18n02_01|10.1300/j010v19n01_08|10.1300/j010v19n02_01|10.1300/j010v20n03_08|10.1300/j010v21n02_06|10.1300/j010v21n02_08|10.1300/j010v21n03_09|10.1300/j010v22n01_02|10.1300/j010v22n01_03|10.1300/j010v24n01_05|10.1300/j010v25n01_03|10.1300/j010v28n04_01|10.1300/j010v36n02_02|10.1300/j010v36n04_01|10.1300/j010v38n03_02|10.1300/j010v41n03_01|10.1300/j010v41n03_02|10.1300/j010v41n03_03|10.1300/j010v41n03_09|10.5175/jswe.2005.200404118,49,37,37
233,"KOH, N","Koh, Nina",Koh,Nina,10.1177/104973159200200315,1,1,1
234,"GILBERT, L","Gilbert, Louisa",Gilbert,Louisa,10.1086/339665|10.1177/104973159200200315,7,2,2
236,"ORLANDI, MA","Orlandi, Mario A.",Orlandi,Mario A.,10.1177/104973159200200313,1,1,1
237,"FORGEY, MA","Forgey, Mary Ann",Forgey,Mary Ann,10.1080/10437797.2003.10779149|10.1177/104973159200200313,2,2,2
238,"RUGG, DL","Rugg, Deborah L.",Rugg,Deborah L.,10.1177/104973159200200313,1,1,1
239,"DOUGLAS, KA","Douglas, Kathy A.",Douglas,Kathy A.,10.1177/104973159200200313,1,1,1
248,"PEEBLESWILKINS, W","Peebles-Wilkins, Wilma",Peebles-Wilkins,Wilma,10.1080/10437797.1996.10672279|10.1177/104438949007100312,5,2,2
250,"ZIPPAY, A","Zippay, Allison",Zippay,Allison,10.1300/j147v23n02_03|10.1300/j147v29n03_05,6,2,2
254,"ALMGREN, G","Almgren, Gunnar",Almgren,Gunnar,10.1080/00377310109517641|10.1080/00377319809517526|10.1086/514458|10.1086/603867|10.1086/603881|10.1086/603916,7,6,6
256,"BASHAM, K","Basham, Kathryn",Basham,Kathryn,10.1023/a:1005266813113|10.1023/a:1022830515470|10.1023/b:csow.0000035204.99501.14|10.1080/00377310209517658|10.1080/00377310409517711|10.1080/00377310409517717|10.1080/00377319209516712|10.1300/j010v39n03_04,9,8,8
258,"CHERNUS, LA","Chernus, Linda A.",Chernus,Linda A.,10.1007/bf00755145|10.1007/bf00755569|10.1007/bf00755806|10.1007/bf00756511|10.1007/bf00759870|10.1007/bf00761132|10.1007/bf02189733|10.1007/bf02190334|10.1007/bf02190363|10.1007/bf02191757|10.1007/s10615-004-0544-1|10.1023/a:1005218929951|10.1023/a:1015253714194|10.1023/a:1022805814151|10.1023/a:1022836430802|10.1080/00377319909517575|10.1300/j497v75n03_06,19,17,17
259,"COLONE, MA","Colone, Marcia A.",Colone,Marcia A.,10.1086/603922,1,1,1
